BusinessId,BusinessName,CategoryId,BusinessDescription,BusinessSlug,Tagline,AboutBrief,Description,Vision,WhyChooseUs,Address1,City,State,Country,Pincode,Landmark
32F999EA-612E-4EAC-A711-09ED47F4F874,THE DRESSER,173E2E59-0BE0-4937-B2D3-6F76D064CA93,"<h2><strong><em>THE DRESSER</em></strong></h2><p><strong><em>Computer Hardware &amp; Network Support | Printer Repair &amp; Maintenance Services</em></strong></p><p><strong><em>THE DRESSER</em></strong><em> is a trusted IT service provider specializing in </em><strong><em>Computer Hardware Solutions, Network Support, and Printer Repair &amp; Maintenance Services</em></strong><em>. With a strong commitment to technical excellence and customer satisfaction, we deliver reliable and cost-effective IT support for businesses, institutions, and individual clients.</em></p><h2><strong><em>Our Service Range</em></strong></h2><p><em>We offer a wide range of IT and maintenance services, including:</em></p><p><em>Desktop &amp; Laptop Hardware Repair</em></p><p><em>Computer Assembly &amp; Upgradation</em></p><p><em>LAN &amp; Wi-Fi Network Setup</em></p><p><em>Network Troubleshooting &amp; Maintenance</em></p><h2><strong><em>Why Choose Us</em></strong></h2><p><em>✔ Skilled &amp; Experienced Technicians</em></p><p><em> ✔ Quick Response &amp; Timely Service</em></p><p><em> ✔ Reliable &amp; Cost-Effective Solutions</em></p><p><em> ✔ Genuine Spare Parts Usage</em></p><h2><strong><em>Quality Assurance</em></strong></h2><p><em>At THE DRESSER, quality and reliability are our priorities. We ensure:</em></p><p><em>Detailed system diagnostics</em></p><p><em>Proper testing after repair</em></p><p><em>Use of quality components</em></p><p><br></p><p><strong><em>THE DRESSER</em></strong><em> is committed to providing professional computer hardware and networking support services that enhance efficiency and productivity. With technical expertise and dependable service, we continue to build long-term trust with our clients.</em></p><p><br></p><h3><em>Reliable IT Support. Secure Networks. Trusted Service.</em></h3><p><br></p><p><br></p><p><br></p>",the-dresser-besides-charu-market-kolkata-kolkata,,,,,,"7A, DESHPRAN SASMAL ROAD, KOLKATA",KOLKATA,West Bengal,India,700033.0,Besides Charu Market Kolkata 
7EB61FBC-ED9A-4E95-B25C-0A7A2E7988E3,CALCUTTA BEARING COMPANY,6009E681-B9B4-4C11-91C9-6E9C0519B9B3,"<p><strong>CALCUTTA BEARING COMPANY - Wholesalers of URB Bearing, Boll &amp;Roller, Pillow Unit Bearing, Sleeve Socket, Plummer Block, V- Belt, Pulley &amp; General Oder Supplier.  Deals with Brands like  SKF, FAG, NBC, NTN, ETC.....</strong></p>","calcutta-bearing-company-barabajar-,-kolkata-kolkata",,,,,,"GROUND FLOOR ROOM NO. A/164, 71/D, NETAJI SUBHAS ROAD, KOLKATA",KOLKATA,West Bengal,India,700001.0,"Barabajar , Kolkata "
8F506CBF-1637-4A3F-8C5A-0A7BC65238E8,Shree Enterprises,43F96091-AECE-427D-B941-058D209A8629,"<h1>Shree&nbsp;Enterprise&nbsp;is&nbsp;a&nbsp;trusted&nbsp;name&nbsp;in&nbsp;the&nbsp;trading&nbsp;and&nbsp;supply&nbsp;of&nbsp;premium-quality&nbsp;cereals&nbsp;and&nbsp;food&nbsp;grains,&nbsp;committed&nbsp;to&nbsp;delivering&nbsp;purity,&nbsp;freshness,&nbsp;and&nbsp;nutritional&nbsp;value.&nbsp;We&nbsp;source&nbsp;our&nbsp;products&nbsp;from&nbsp;reliable&nbsp;farms&nbsp;and&nbsp;suppliers&nbsp;to&nbsp;ensure&nbsp;consistent&nbsp;quality&nbsp;that&nbsp;meets&nbsp;market&nbsp;and&nbsp;consumer&nbsp;expectations.</h1><h1></h1>",shree-enterprises-cereals-food-grains-gharaunda,"Pure, Fresh & Quality Food Grains for Every Need","Trusted supplier of rice, wheat, maize, pulses, cereals, and quality food grains with a commitment to purity and freshness.","Shree Enterprise is a reliable trader and supplier of premium cereals and food grains. We offer quality rice, wheat, maize, pulses, and other food grains sourced from trusted suppliers, ensuring purity, freshness, nutritional value, hygienic handling, and consistent supply for wholesale and retail markets.",To be a trusted source of quality cereals and food grains across markets.,Premium Quality Food Grains,"SHOP NO. 29 B, NEW GRAIN MARKET, GHARAUNDA",GHARAUNDA,Haryana,India,132114.0,
Carefully Sourced Products,,,,,,,,,,,,,,,
Hygienic Storage & Handling,,,,,,,,,,,,,,,
Reliable Supply Network,1,,,,,,,,,,,,,,
69C0D675-BE82-4623-B1D8-0AA78803F7DA,R S INTERNATIONAL,F288C79F-83D7-4AA1-836C-EB8E67009E68,"<h1><strong>R&nbsp;S&nbsp;INTERNATIONAL&nbsp;is&nbsp;committed&nbsp;to&nbsp;delivering&nbsp;reliable,&nbsp;stylish,&nbsp;and&nbsp;cost-effective&nbsp;door&nbsp;and&nbsp;window&nbsp;solutions&nbsp;that&nbsp;meet&nbsp;the&nbsp;highest&nbsp;standards&nbsp;of&nbsp;quality&nbsp;and&nbsp;customer&nbsp;satisfaction.</strong></h1>",r-s-international-doors-and-windows-r-g-rar-road-kolkata,Excellence in Every Opening: Premium Doors & Windows.,"A trusted supplier of high-performance door and window solutions, blending modern aesthetics with robust structural durability.","R S INTERNATIONAL is a premier provider of sophisticated door and window systems tailored for residential, commercial, and industrial infrastructure. Our product portfolio bridges the gap between traditional craftsmanship and modern innovation, offering solutions that prioritize energy efficiency, safety, and architectural value. As a dedicated partner we provide precision-engineered, weather-resistant, and low-maintenance products designed to deliver long-term performance for projects of any scale.",To set the standard for quality and reliability in the building materials industry through superior design and customer-centric service.,Premium Quality & Elegance,"22, R.G.KAR Road, KOLKATA- 700004",KOLKATA,West Bengal,India,700012.0,R. G. Rar Road.
Skilled Craftsmanship,,,,,,,,,,,,,,,
Bespoke Customization,,,,,,,,,,,,,,,
Reliable Project Delivery,1,,,,,,,,,,,,,,
1AB2107B-373E-45CD-86BF-0ACD59490B2F,FURNITURE POINT,F7E0674A-E631-4B24-986B-30C9AD0DE753,"<h2><strong><em><u>Furniture Point</u></em></strong></h2><p><strong><em>Furniture Point is a trusted destination for modern office and commercial furniture solutions, offering a perfect blend of comfort, functionality, and contemporary design. We specialize in supplying high-quality office furniture and ergonomic office chairs that enhance productivity and create efficient workspaces.</em></strong></p><p><br></p><h2><em><u>Our Product Range</u></em></h2><p><strong><em>Office chairs (ergonomic, executive, visitor &amp; staff chairs)</em></strong></p><p><strong><em>Workstations and office tables</em></strong></p><p><strong><em>Conference &amp; meeting room furniture</em></strong></p><p><strong><em>Storage units, cabinets &amp; commercial furniture solutions</em></strong></p><p><br></p><h2><em><u>Why Choose Furniture Point</u></em></h2><p><strong><em>Ergonomically designed and durable products</em></strong></p><p><strong><em>Modern designs with premium finishes</em></strong></p><p><strong><em>Wide range of office and commercial furniture</em></strong></p><p><strong><em>Competitive pricing and reliable service</em></strong></p><p><strong><em>Customized solutions as per workspace requirements</em></strong></p><p><br></p><p><strong><em>At Furniture Point, we are committed to creating comfortable, functional, and professional work environments through quality furniture solutions. With customer-centric service and dependable products, we strive to be a preferred partner for office and commercial furniture needs.</em></strong></p>",furniture-point-kolkata,,,,,,"GROUND FLOOR, 2/5, SARAT BOSE ROAD, KOLKATA",KOLKATA,West Bengal,India,700020.0,
1742482C-124A-43A5-9281-0B8A20E470C9,RAUSHAN STONE AND GRANITES,DF1E923B-44B1-46C6-83CC-67FB8212BFF4,<h1><strong>RAUSHAN&nbsp;STONE&nbsp;AND&nbsp;GRANITES</strong></h1><h3></h3><p></p><p></p><p></p><h3></h3>,raushan-stone-and-granites-stone-tiles-floorings-park-street-area-kolkata,Premium Stone & Marble Solutions for Elegant and Durable Spaces,"Trusted supplier of stone tiles, marble tiles, flooring solutions, and premium natural stones.","RAUSHAN STONE AND GRANITES is a trusted provider of premium stone tiles, marble tiles, and natural flooring solutions. We offer high-quality granite, sandstone, marble, and natural stone products that combine durability, elegance, and timeless appeal for residential, commercial, and architectural projects.",To be a leading provider of premium natural stone and flooring solutions.,Premium Quality Natural Stones,"17/1, Park Street Area, ELLIOT LANE, Kolkata",KOLKATA,West Bengal,India,700016.0,Park Street Area
Wide Range of Designs & Finishes,,,,,,,,,,,,,,,
Durable & Long-Lasting Products,,,,,,,,,,,,,,,
Expert Project Guidance,1,,,,,,,,,,,,,,
44220C09-24FF-49A1-A199-0BCA2CE7F7FD,S N PLYWOOD AGENCY,CB75BB67-B63F-4592-BDB6-3D904DCA3F86,"<h2><strong><em>S N PLYWOOD AGENCY</em></strong></h2><p><strong><em>Wood, Plywood, Veneer &amp; Laminates</em></strong></p><p><br></p><p><strong><em>S N PLYWOOD AGENCY</em></strong><em> is a trusted supplier and distributor of premium-quality </em><strong><em>Wood, Plywood, Veneer, and Laminates</em></strong><em>, catering to residential, commercial, and interior design requirements. With a strong commitment to quality and customer satisfaction, we provide durable and aesthetically appealing wood solutions that enhance the strength and beauty of every project.</em></p><p><br></p><h2><strong><em>Product Range</em></strong></h2><p><em>We offer a comprehensive range including:</em></p><p><em>Commercial Plywood</em></p><p><em>Marine &amp; Waterproof Plywood</em></p><p><em>Block Boards</em></p><p><em>Flush Doors</em></p><p><br></p><h2><strong><em>Why Choose Us</em></strong></h2><p><em>✔ Premium Quality Materials</em></p><p><em> ✔ Wide Variety of Designs &amp; Finishes</em></p><p><em> ✔ Competitive Pricing</em></p><p><em> ✔ Reliable Stock Availability</em></p><p><br></p><h2><strong><em>Quality Assurance</em></strong></h2><p><em>At </em><strong><em>S N PLYWOOD AGENCY</em></strong><em>, quality remains our top priority. Our products undergo:</em></p><p><em>Strength and bonding tests</em></p><p><em>Moisture resistance checks</em></p><p><em>Surface finish inspection</em></p><p><br></p><p><strong><em>S N PLYWOOD AGENCY</em></strong><em> stands as a dependable partner for quality wood and plywood solutions. With a focus on durability, design, and trust, we continue to support superior construction and interior projects.</em></p><p><br></p><h4><em>Strong Foundations. Elegant Finishes. Trusted Supply.</em></h4><p><br></p><p><br></p><p><br></p>",s-n-plywood-agency-kolkata,,,,,,"33/2A, RAFI AHMED KIDUAI ROAD, TALTALA",KOLKATA,West Bengal,India,700016.0,
C6BED6A8-4211-4789-B92C-0CFD458EB00F,SIMRAN INTERIOR CRAFT,C1D3A25E-C396-42BF-A85C-A00029D6C1EA,"<h1><strong>SIMRAN INTERIOR CRAFT</strong></h1><p><strong>Crafting Elegance in Glass Solutions</strong></p><p><br></p><p><strong>Simran Interior Craft is a leading provider of premium glass solutions, specializing in Stained, Etched, Toughened, and Laminated Glass. With a commitment to quality, innovation, and aesthetics, we transform ordinary spaces into extraordinary experiences.</strong></p><p><br></p><h4>Our Product Range:</h4><p><strong><u>Stained &amp; Etched Glass</u>:</strong> Artistic and decorative glass designs to enhance interiors with style and sophistication.</p><p><strong><u>Toughened Glass:</u></strong> High-strength safety glass suitable for doors, partitions, windows, and commercial applications.</p><p><strong><u>Laminated Glass</u>:</strong> Durable, layered glass providing safety, noise reduction, and modern design appeal.</p><p><br></p><h4>Why Choose Us</h4><p><strong><u>Superior Quality</u>:</strong> All products are manufactured to the highest industry standards for safety and durability.</p><p><strong><u>Innovative Designs</u>:</strong> Unique glass textures, colors, and patterns to match any interior style.</p><p><strong><u>Professional Guidance</u>:</strong> Expert assistance in selecting the right glass solution for your project.</p><p><br></p><p><strong>At Simran Interior Craft, we combine artistry, precision, and technology to provide exceptional glass solutions for homes, offices, and commercial spaces. Choose us to add elegance, safety, and modernity to every corner of your space.</strong></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><h3><br></h3>",simran-interior-craft-kolkata,,,,,,"PURBA PANCHANNA GRAM, 247, EM BY PASS, KOLKATA",KOLKATA,West Bengal,India,700100.0,
B80526D6-03D3-4877-848C-0DC2D7DEF7DB,FURNICO,826CEE1C-72FC-41D9-A1E7-05AEE0973BFD,"<h2><strong><em><u>FURNICO</u></em></strong></h2><p><strong><em>Metal&nbsp;Furniture&nbsp;&amp;&nbsp;Metal&nbsp;Racks</em></strong></p><p></p><h2><strong><em>Quality&nbsp;Assurance</em></strong></h2><p><em>At&nbsp;</em><strong><em>FURNICO</em></strong><em>,&nbsp;every&nbsp;product&nbsp;undergoes&nbsp;strict&nbsp;quality&nbsp;checks&nbsp;for&nbsp;structural&nbsp;strength,&nbsp;finish&nbsp;quality,&nbsp;and&nbsp;durability.&nbsp;We&nbsp;ensure&nbsp;our&nbsp;furniture&nbsp;and&nbsp;racks&nbsp;meet&nbsp;high&nbsp;industry&nbsp;standards.</em></p><p></p><p><em>With&nbsp;a&nbsp;commitment&nbsp;to&nbsp;strength,&nbsp;reliability,&nbsp;and&nbsp;modern&nbsp;design,&nbsp;</em><strong><em>FURNICO</em></strong><em>&nbsp;stands&nbsp;as&nbsp;a&nbsp;dependable&nbsp;name&nbsp;in&nbsp;</em><strong><em>Metal&nbsp;Furniture&nbsp;&amp;&nbsp;Metal&nbsp;Rack&nbsp;Solutions</em></strong><em>.</em></p><p></p><h3><strong><em>Strong&nbsp;Structure.&nbsp;Smart&nbsp;Storage.&nbsp;Superior&nbsp;Quality.</em></strong></h3>",furnico-metal-furniture-kolkata, Trusted manufacturer and supplier of high-quality Metal Furniture and Metal Racks,,"FURNICO is a trusted manufacturer and supplier of high-quality Metal Furniture and Metal Racks, designed to deliver strength, durability, and modern functionality. We serve residential, commercial, industrial, and institutional sectors with reliable storage and furniture solutions.",, ✔ Premium Quality Raw Materials,"8, Sun Yat Sen St",KOLKATA,West Bengal,India,700012.0,
 ✔ Strong & Long-Lasting Products,,,,,,,,,,,,,,,
 ✔ Customization Options,,,,,,,,,,,,,,,
 ✔ Competitive Pricing,,,,,,,,,,,,,,,
 ✔ Timely Delivery,1,,,,,,,,,,,,,,
